17-03-2020,South Korea,8320,81,1407
17-03-2020,US,6141,131,17
18-03-2020,Australia,568,6,23
18-03-2020,China,81102,3241,68195
18-03-2020,Germany,12327,28,105
18-03-2020,India,156,3,14
18-03-2020,Japan,928,32,144
18-03-2020,Singapore,313,0,114
18-03-2020,South Korea,8413,84,1540
18-03-2020,US,8917,188,105
19-03-2020,Australia,681,6,26
19-03-2020,China,81156,3249,68975
19-03-2020,Germany,15320,44,113
19-03-2020,India,194,4,15
19-03-2020,Japan,968,33,150
19-03-2020,Singapore,345,0,114
19-03-2020,South Korea,8565,91,1540
19-03-2020,US,14157,265,121
20-03-2020,Australia,791,7,26
20-03-2020,China,81250,3253,69706
20-03-2020,Germany,19848,67,180
20-03-2020,India,244,5,20
20-03-2020,Japan,1022,34,191
20-03-2020,Singapore,385,0,124
20-03-2020,South Korea,8652,94,1540
20-03-2020,US,19479,362,147
21-03-2020,Australia,1071,7,26
21-03-2020,China,81305,3259,70297
21-03-2020,Germany,22213,84,233
21-03-2020,India,330,4,23
21-03-2020,Japan,1059,36,232
21-03-2020,Singapore,432,2,140
21-03-2020,South Korea,8799,102,1540
21-03-2020,US,25825,456,176
22-03-2020,Australia,1549,7,88
22-03-2020,China,81435,3274,70802
22-03-2020,Germany,24873,94,266
22-03-2020,India,396,7,27
22-03-2020,Japan,1104,40,235
22-03-2020,Singapore,455,2,144
22-03-2020,South Korea,8961,111,2909
22-03-2020,US,33761,601,178
23-03-2020,Australia,1682,7,88
23-03-2020,China,81498,3274,71254
23-03-2020,Germany,29056,123,266
23-03-2020,India,499,10,27
23-03-2020,Japan,1144,41,235
23-03-2020,Singapore,509,2,144
23-03-2020,South Korea,8961,111,2909
23-03-2020,US,43850,784,178
24-03-2020,Australia,2044,8,115
24-03-2020,China,81591,3281,71720
24-03-2020,Germany,32986,157,3243
24-03-2020,India,536,10,40
24-03-2020,Japan,1217,42,285
24-03-2020,Singapore,558,2,156
24-03-2020,South Korea,9037,120,3507
24-03-2020,US,54112,1021,348
25-03-2020,Australia,2364,8,119
25-03-2020,China,81661,3285,72213
25-03-2020,Germany,37323,206,3547
25-03-2020,India,657,12,43
25-03-2020,Japan,1314,45,310
25-03-2020,Singapore,631,2,160
25-03-2020,South Korea,9137,126,3730
25-03-2020,US,66055,1333,361
26-03-2020,Australia,2810,13,172
26-03-2020,China,81782,3291,72621
26-03-2020,Germany,43938,267,5673
26-03-2020,India,727,20,45
26-03-2020,Japan,1416,47,359
26-03-2020,Singapore,683,2,172
26-03-2020,South Korea,9241,131,4144
26-03-2020,US,84091,1746,681
27-03-2020,Australia,3143,13,194
27-03-2020,China,81897,3296,73160
27-03-2020,Germany,50871,342,6658
27-03-2020,India,887,20,73
27-03-2020,Japan,1530,53,372
27-03-2020,Singapore,732,2,183
27-03-2020,South Korea,9332,139,4528
27-03-2020,US,102276,2300,869
28-03-2020,Australia,3640,14,244
28-03-2020,China,81999,3299,73539
28-03-2020,Germany,57695,433,8481
28-03-2020,India,987,24,84
28-03-2020,Japan,1728,56,404
28-03-2020,Singapore,802,2,198
28-03-2020,South Korea,9478,144,4811
28-03-2020,US,122069,2934,1072
29-03-2020,Australia,3984,16,244
29-03-2020,China,82122,3304,74021
29-03-2020,Germany,62095,533,9211
29-03-2020,India,1024,27,95
29-03-2020,Japan,1907,63,424
29-03-2020,Singapore,844,3,212
29-03-2020,South Korea,9583,152,5033
29-03-2020,US,141205,3561,2665
30-03-2020,Australia,4361,17,257
30-03-2020,China,82198,3308,74362
30-03-2020,Germany,66885,645,13500
30-03-2020,India,1251,32,102
30-03-2020,Japan,2001,65,424
30-03-2020,Singapore,879,3,228
30-03-2020,South Korea,9661,158,5228
30-03-2020,US,162707,4381,5644
31-03-2020,Australia,4559,18,358
31-03-2020,China,82279,3309,74645
31-03-2020,Germany,71808,775,16100
31-03-2020,India,1397,35,123
31-03-2020,Japan,2255,67,424
31-03-2020,Singapore,926,3,240
31-03-2020,South Korea,9786,162,5408
31-03-2020,US,188724,5605,7024
01-04-2020,Australia,4862,20,422
01-04-2020,China,82361,3316,74844
01-04-2020,Germany,77872,920,18700
01-04-2020,India,1998,58,148
01-04-2020,Japan,2535,72,472
01-04-2020,Singapore,1000,3,245
01-04-2020,South Korea,9887,165,5567
01-04-2020,US,214205,6846,8474
02-04-2020,Australia,5116,24,520
02-04-2020,China,82432,3322,75004
02-04-2020,Germany,84794,1107,22440
02-04-2020,India,2543,72,191
02-04-2020,Japan,2818,75,472
02-04-2020,Singapore,1049,4,266
02-04-2020,South Korea,9976,169,5828
02-04-2020,US,244610,8432,9001
03-04-2020,Australia,5330,28,649
03-04-2020,China,82511,3326,75199
03-04-2020,Germany,91159,1275,24575
03-04-2020,India,2567,72,192
03-04-2020,Japan,3154,81,514
03-04-2020,Singapore,1114,5,282
03-04-2020,South Korea,10062,174,6021
03-04-2020,US,276547,9747,9707
04-04-2020,Australia,5550,30,701
04-04-2020,China,82543,3330,75385
04-04-2020,Germany,96092,1444,26400
04-04-2020,India,3082,86,229
04-04-2020,Japan,3525,87,514
04-04-2020,Singapore,1189,6,297
04-04-2020,South Korea,10156,177,6325
04-04-2020,US,309699,11031,14652
05-04-2020,Australia,5687,35,757
05-04-2020,China,82602,3333,75646
05-04-2020,Germany,100123,1584,28700
05-04-2020,India,3588,99,229
05-04-2020,Japan,3876,93,514
05-04-2020,Singapore,1309,6,320
05-04-2020,South Korea,10237,183,6463
05-04-2020,US,337573,12470,17448
06-04-2020,Australia,5797,40,1080
06-04-2020,China,82665,3335,75748
06-04-2020,Germany,103374,1810,28700
06-04-2020,India,4778,136,375
06-04-2020,Japan,4110,96,575
06-04-2020,Singapore,1375,6,344
06-04-2020,South Korea,10284,186,6598
06-04-2020,US,367215,14138,19581
07-04-2020,Australia,5895,45,1080
07-04-2020,China,82718,3335,75846
07-04-2020,Germany,107663,2016,36081
07-04-2020,India,5311,150,421
07-04-2020,Japan,4485,98,592
07-04-2020,Singapore,1481,6,377
07-04-2020,South Korea,10331,192,6694
07-04-2020,US,397992,16447,21763
08-04-2020,Australia,6010,50,1080
08-04-2020,China,82809,3337,76003
08-04-2020,Germany,113296,2349,46300
08-04-2020,India,5916,178,506
08-04-2020,Japan,5020,105,622
08-04-2020,Singapore,1623,6,406
08-04-2020,South Korea,10384,200,6776
08-04-2020,US,429686,18563,23559
09-04-2020,Australia,6108,51,1472
09-04-2020,China,82883,3339,76114
09-04-2020,Germany,118181,2607,52407
09-04-2020,India,6725,226,620
09-04-2020,Japan,5614,113,632
09-04-2020,Singapore,1910,6,460
09-04-2020,South Korea,10423,204,6973
09-04-2020,US,464442,20638,25410
10-04-2020,Australia,6215,54,1793
10-04-2020,China,82941,3340,76226
10-04-2020,Germany,122171,2767,53913
10-04-2020,India,7598,246,774
10-04-2020,Japan,6250,125,685
10-04-2020,Singapore,2108,7,492
10-04-2020,South Korea,10450,208,7117
10-04-2020,US,497943,22731,28790
11-04-2020,Australia,6303,57,1806
11-04-2020,China,83014,3343,76312
11-04-2020,Germany,124908,2736,57400
11-04-2020,India,8446,288,969
11-04-2020,Japan,6951,138,762
11-04-2020,Singapore,2299,8,528
11-04-2020,South Korea,10480,211,7243
11-04-2020,US,527969,24777,31270
12-04-2020,Australia,6315,60,1806
12-04-2020,China,83134,3343,76390
12-04-2020,Germany,127854,3022,60300
12-04-2020,India,9205,331,1080
12-04-2020,Japan,7473,147,762
12-04-2020,Singapore,2532,8,560
12-04-2020,South Korea,10512,214,7368
12-04-2020,US,556522,26548,32988
13-04-2020,Australia,6351,61,1806
13-04-2020,China,83213,3345,76473
13-04-2020,Germany,130072,3194,64300
13-04-2020,India,10453,358,1181
13-04-2020,Japan,7773,156,784
13-04-2020,Singapore,2918,9,586
13-04-2020,South Korea,10537,217,7447
13-04-2020,US,581813,28376,43482
14-04-2020,Australia,6415,62,2186
14-04-2020,China,83306,3345,76632
14-04-2020,Germany,131359,3294,68200
14-04-2020,India,11487,393,1359
14-04-2020,Japan,8277,170,799
14-04-2020,Singapore,3252,10,611
14-04-2020,South Korea,10564,222,7534
14-04-2020,US,608878,30780,47763
15-04-2020,Australia,6440,63,2186
15-04-2020,China,83356,3346,76743
15-04-2020,Germany,134753,3804,72600
15-04-2020,India,12322,405,1432
15-04-2020,Japan,8835,186,853
15-04-2020,Singapore,3699,10,652
15-04-2020,South Korea,10591,225,7616
15-04-2020,US,637974,33329,52096
16-04-2020,Australia,6462,63,2355
16-04-2020,China,83403,3346,76832
16-04-2020,Germany,137698,4052,77000
16-04-2020,India,13430,448,1768
16-04-2020,Japan,9398,204,901
16-04-2020,Singapore,4427,10,683
16-04-2020,South Korea,10613,229,7757
16-04-2020,US,669272,35442,54703
17-04-2020,Australia,6522,66,3808
17-04-2020,China,83760,4636,75982
17-04-2020,Germany,141397,4352,83114
17-04-2020,India,14352,486,2041
17-04-2020,Japan,9958,217,935
17-04-2020,Singapore,5050,11,708
17-04-2020,South Korea,10635,230,7829
17-04-2020,US,701996,38056,58545
18-04-2020,Australia,6568,67,4124
18-04-2020,China,83787,4636,76044
18-04-2020,Germany,143342,4459,85400
18-04-2020,India,15722,521,2463
18-04-2020,Japan,10548,236,1069
18-04-2020,Singapore,5992,11,740
18-04-2020,South Korea,10653,232,7937
18-04-2020,US,730337,40442,64840
19-04-2020,Australia,6610,67,4124
19-04-2020,China,83805,4636,76120
19-04-2020,Germany,145184,4586,88000
19-04-2020,India,17615,559,2854
19-04-2020,Japan,10914,255,1159
19-04-2020,Singapore,6588,11,768
19-04-2020,South Korea,10661,234,8042
19-04-2020,US,756375,41671,70337
20-04-2020,Australia,6623,67,4291
20-04-2020,China,83817,4636,76174
20-04-2020,Germany,147065,4862,91500
20-04-2020,India,18539,592,3273
20-04-2020,Japan,11258,275,1159
20-04-2020,Singapore,8014,11,801
20-04-2020,South Korea,10674,236,8114
20-04-2020,US,783716,43466,72329
21-04-2020,Australia,6645,67,4695
21-04-2020,China,83853,4636,76228
21-04-2020,Germany,148291,5033,95200
21-04-2020,India,20080,645,3975
21-04-2020,Japan,11641,303,1239
21-04-2020,Singapore,9125,11,839
21-04-2020,South Korea,10683,237,8213
21-04-2020,US,809318,45923,75204
22-04-2020,Australia,6652,67,4932
22-04-2020,China,83868,4636,76290
22-04-2020,Germany,150648,5279,99400
22-04-2020,India,21370,681,4370
22-04-2020,Japan,12037,323,1356
22-04-2020,Singapore,10141,12,896
22-04-2020,South Korea,10694,238,8277
22-04-2020,US,837422,48312,77366
23-04-2020,Australia,6662,75,5047
23-04-2020,China,83884,4636,76412
23-04-2020,Germany,153129,5575,103300
23-04-2020,India,23077,721,5012
23-04-2020,Japan,12469,351,1494
23-04-2020,Singapore,11178,12,924
23-04-2020,South Korea,10708,240,8501
23-04-2020,US,871617,50749,80203
24-04-2020,Australia,6677,79,5136
24-04-2020,China,83899,4636,76537
24-04-2020,Germany,154999,5760,109800
24-04-2020,India,24530,780,5498
24-04-2020,Japan,12854,360,1530
24-04-2020,Singapore,12075,12,956
24-04-2020,South Korea,10718,240,8635
24-04-2020,US,907908,52867,99079
25-04-2020,Australia,6694,80,5376
25-04-2020,China,83909,4636,76603
25-04-2020,Germany,156513,5877,109800
25-04-2020,India,26283,825,5939
25-04-2020,Japan,13186,379,1656
25-04-2020,Singapore,12693,12,1002
25-04-2020,South Korea,10728,242,8717
25-04-2020,US,940829,54517,100372
26-04-2020,Australia,6714,83,5541
26-04-2020,China,83912,4637,76705
26-04-2020,Germany,157770,5976,112000
26-04-2020,India,27890,881,6523
26-04-2020,Japan,13405,395,1809
26-04-2020,Singapore,13624,12,1060
26-04-2020,South Korea,10738,243,8764
26-04-2020,US,968518,55810,106988
27-04-2020,Australia,6721,83,5588
27-04-2020,China,83918,4637,76802
27-04-2020,Germany,158758,6126,114500
27-04-2020,India,29451,939,7137
27-04-2020,Japan,13576,417,1899
27-04-2020,Singapore,14423,14,1095
27-04-2020,South Korea,10752,244,8854
27-04-2020,US,990983,57235,111424
28-04-2020,Australia,6744,89,5665
28-04-2020,China,83940,4637,76850
28-04-2020,Germany,159912,6314,117400
28-04-2020,India,31324,1008,7747
28-04-2020,Japan,13860,436,1899
28-04-2020,Singapore,14951,14,1128
28-04-2020,South Korea,10761,246,8922
28-04-2020,US,1015518,59454,115936
29-04-2020,Australia,6752,91,5715
29-04-2020,China,83944,4637,76902
29-04-2020,Germany,161539,6467,120400
29-04-2020,India,33062,1079,8437
29-04-2020,Japan,14076,454,2368
29-04-2020,Singapore,15641,14,1188
29-04-2020,South Korea,10765,247,9059
29-04-2020,US,1043038,61960,120720
30-04-2020,Australia,6766,93,5742
30-04-2020,China,83956,4637,76951
30-04-2020,Germany,163009,6623,123500
30-04-2020,India,34863,1154,9068
30-04-2020,Japan,14284,481,2460
30-04-2020,Singapore,16169,15,1244
