13-04-2020,7773,156,784,Japan
14-04-2020,8277,170,799,Japan
15-04-2020,8835,186,853,Japan
16-04-2020,9398,204,901,Japan
17-04-2020,9958,217,935,Japan
18-04-2020,10548,236,1069,Japan
19-04-2020,10914,255,1159,Japan
20-04-2020,11258,275,1159,Japan
21-04-2020,11641,303,1239,Japan
22-04-2020,12037,323,1356,Japan
23-04-2020,12469,351,1494,Japan
24-04-2020,12854,360,1530,Japan
25-04-2020,13186,379,1656,Japan
26-04-2020,13405,395,1809,Japan
27-04-2020,13576,417,1899,Japan
28-04-2020,13860,436,1899,Japan
29-04-2020,14076,454,2368,Japan
30-04-2020,14284,481,2460,Japan
01-05-2020,14558,510,2975,Japan
02-05-2020,14861,536,3205,Japan
03-05-2020,15061,560,3981,Japan
04-05-2020,15229,582,4156,Japan
05-05-2020,15354,593,4496,Japan
06-05-2020,15455,605,4496,Japan
07-05-2020,15553,617,4918,Japan
08-05-2020,15640,634,5146,Japan
09-05-2020,15755,654,5906,Japan
10-05-2020,15824,666,8127,Japan
11-05-2020,15861,685,8293,Japan
12-05-2020,15948,707,8531,Japan
13-05-2020,15998,726,8920,Japan
14-05-2020,16096,742,9868,Japan
15-05-2020,16148,760,10338,Japan
16-05-2020,16202,778,10338,Japan
17-05-2020,16226,787,11153,Japan
18-05-2020,16259,796,11564,Japan
19-05-2020,16287,805,11564,Japan
20-05-2020,16321,818,11564,Japan
21-05-2020,16362,826,12672,Japan
22-05-2020,16385,836,13005,Japan
23-05-2020,16410,845,13244,Japan
24-05-2020,16451,852,13413,Japan
25-05-2020,16472,857,13612,Japan
26-05-2020,16502,863,13810,Japan
27-05-2020,16528,870,13973,Japan
28-05-2020,16598,881,14096,Japan
29-05-2020,16673,887,14213,Japan
30-05-2020,16716,894,14267,Japan
31-05-2020,16751,898,14342,Japan
01-06-2020,16787,899,14463,Japan
02-06-2020,16837,902,14585,Japan
03-06-2020,16867,905,14702,Japan
04-06-2020,16911,911,14785,Japan
05-06-2020,16958,916,14925,Japan
06-06-2020,17000,915,14927,Japan
07-06-2020,17039,917,14990,Japan
08-06-2020,17060,920,15043,Japan
09-06-2020,17111,920,15141,Japan
10-06-2020,17146,922,15217,Japan
11-06-2020,17187,922,15233,Japan
12-06-2020,17250,924,15362,Japan
13-06-2020,17293,927,15458,Japan
14-06-2020,17369,927,15514,Japan
15-06-2020,17439,929,15567,Japan
16-06-2020,17484,934,15652,Japan
17-06-2020,17530,935,15753,Japan
18-06-2020,17588,935,15753,Japan
19-06-2020,17658,951,15844,Japan
20-06-2020,17725,955,15948,Japan
21-06-2020,17780,955,15948,Japan
22-06-2020,17820,955,15957,Japan
23-06-2020,17879,965,16096,Japan
24-06-2020,17963,967,16101,Japan
25-06-2020,18055,971,16142,Japan
26-06-2020,18162,971,16224,Japan
27-06-2020,18254,971,16293,Japan
28-06-2020,18366,972,16327,Japan
29-06-2020,18476,972,16388,Japan
30-06-2020,18615,972,16458,Japan
01-07-2020,18838,976,16563,Japan
02-07-2020,19055,977,16615,Japan
03-07-2020,19185,977,16721,Japan
04-07-2020,19461,977,16832,Japan
05-07-2020,19668,977,16870,Japan
06-07-2020,19848,978,17007,Japan
07-07-2020,20055,981,17057,Japan
08-07-2020,20261,982,17057,Japan
09-07-2020,20617,982,17412,Japan
10-07-2020,21044,982,17494,Japan
11-07-2020,21430,982,17494,Japan
12-07-2020,21841,983,17845,Japan
13-07-2020,22125,984,18058,Japan
14-07-2020,22437,984,18126,Japan
15-07-2020,23172,984,18126,Japan
16-07-2020,23510,985,18641,Japan
17-07-2020,24104,985,18944,Japan
18-07-2020,24946,986,19211,Japan
19-07-2020,25446,986,19211,Japan
20-07-2020,25706,988,19603,Japan
21-07-2020,26463,988,20001,Japan
22-07-2020,27136,990,20482,Japan
23-07-2020,28114,992,20878,Japan
24-07-2020,28883,994,21173,Japan
25-07-2020,29684,996,21464,Japan
26-07-2020,30548,998,21606,Japan
27-07-2020,31142,998,21970,Japan
